content,datetime
Answer: C,2020-07-10 16:38:17
"Gilgamesh and Elizabeth Bathory
xxxxxxxxxx
Server 1",2020-07-15 11:41:38
"richard & saladin
xxxxxxxxxx
From Norheim 0002",2020-07-15 11:47:47
"Helen and merlen...
xxxxxxxxxx
S1",2020-07-15 12:14:28
"I love Siegfried and MedB damage rate is perfect and there also shadows and I just love everything about the Immortal.
My ID is xxxxxxxxxx. By the way I Love the game😍",2020-07-16 21:15:53
"my favourite immortals are Hippolyta, Queen of the amazon, and King Arthur, king of Camelot, Love your game its really great..  My ID is xxxxxxxxxx from Norheim-0001 I gather cos I cant see any other numbers....",2020-07-15 22:15:18
"I love these two the most Richard 1 and Hyppolita
ID number is xxxxxxxxxx. I'm from Norheim-0002. Thanks for the great game",2020-07-15 23:34:12
"Gilgamesh and Julius Caesar
Seigfried and Elizabeth bathory
More holy and shadow immo please 😁 also hoping for the shadow and holy dragons release in game

ID xxxxxxxxxx
norheim 002",2020-07-16 02:53:22
Keep up the goodwork IK team :)  God bless!,2020-04-15 16:07:01
date of obt???,2020-04-15 12:29:58
How to use dragon in battle? I have my dragon lvl 10 already,2020-04-15 15:37:36
i guess maintenace cant log in,2020-07-20 20:34:38
Second most op range bowman after Gilgamesh,2020-07-20 20:35:39
global release?,2020-07-20 20:04:48
Global launch?,2020-07-20 20:53:35
"For Android users who are not able to download our game through Google play, you can download the latest version by clicking this button during the maintenance period.",2020-07-21 16:30:46
How many servers already have open?,2020-07-21 18:30:49
"And when will the language update come out?
It may not be that important but it helps a lot.",2020-07-21 19:43:58
"Melrin and Helen,  perfect match... so cool !
Serverv, Norheim 002
ID xxxxxxxxxx",2020-07-15 19:31:44
"Yoshitsune and Hippolyta! Love their appearance and skills..
My ID is xxxxxxxxxx from Norheim-0002.",2020-07-15 22:33:22
"Siegfried and Empress Wu 
Because their appearances are Lively and superb",2020-07-15 14:37:00
"Montezuma 1 and Joan of Arc
xxxxxxxxxx
Norheim-0002",2020-07-16 13:19:08
I love William 1 and Hippolyta,2020-07-15 22:37:19
"˙˘˙Events on!!!😌🥳🥳
If I have the chance to restart my journey on Norheim, I will make sure to be come strong immortal. Nice game keep it up the good work😘",2020-04-25 07:44:18
"If I have the chance to restart my journey on Norheim, I will make sure that every decision that i am going to make will not affect the growth of my kingdom so that i can able to be more powerful and help others too.",2020-04-21 18:52:03
"If I have the chance to restart my journey on Norheim, I will be more wise and much better developing my City to become one of the strongest player in the Kingdom 😁😁",2020-04-21 15:46:55
"˙˘˙Events on!!!😌🥳🥳
If I have the chance to restart my journey on Norheim, I will make sure to have powerfull soldiers and heroes that will smash all enemies and kingdoms along the way. Crush them in to thier knees and beg for mercy.",2020-04-24 00:51:31
"If I have the chance to restart my journey on Norheim, I will be more wise and focus on best practices I've learned. 🤔 To get good alliance and together we will dominate the game.",2020-04-22 00:55:03
"If I have the chance to restart my journey on Norheim, I will build a new kingdom that is strong and powerful equipped by the knowledge of the past and use the best strategy for me and my mates to rise as victors.",2020-04-21 21:36:13
"If I have the chance to restart my journey on Norheim, I will save more gems and focus on 1 immortal to increase class to finish the 7days event. Im 145/150 btw and im stock.",2020-04-21 21:34:27
"If I have a chance to restart my journey on Norheim, I will be more productive in game its a chance to rebuild my kingdom the way i wanted all along 
Sometimes you just have to start differently and defensively in game",2020-04-22 09:55:38
The participation gifts will be sent within 48 hours once you leave your answer and the grand winner list will be released after the event ends.😋,2020-04-21 14:37:47
"If I have the chance to restart my journey on Norheim, I will not spend all my gems on summons and dont have any for other things. :(",2020-04-22 00:48:00
"I will invite more friends to play, because its amazing and I enjoy every minute I play. Worth my time. 
IGN: Luffy",2020-04-21 15:12:25
"If I have the chance to restart my journey on Norheim, I will join an alliance and participate in the city conquering from the first city.",2020-04-21 15:11:36
I will miss the excitement in the pioneer server hayss,2020-04-23 21:45:48
What's in for those who are players in pioneering server?,2020-04-23 12:44:50
i can't find your app in google play,2020-04-23 14:59:51
No gift code 😭😭😭,2020-04-23 19:26:38
link pls,2020-04-23 13:07:28
1 server only pleasee,2020-04-29 17:27:07
When obt come?,2020-04-29 23:21:45
new server pls,2020-04-29 16:51:37
I hope you go live before you open another server,2020-04-30 07:18:14
when is the officillal server Infinity Kingdom,2020-05-03 14:39:54
a strong lord leader and build strong alliance...IGN: at home?,2020-04-21 16:35:30
if i have a chance to restart my journy on norheim.i will not sleep 24/7,2020-04-22 12:53:28
"Build my own alliance and conquer the whole land.
Ign: ManongGamer",2020-04-21 14:16:21
"If I have the chance to restart my journey on Norheim, I will raise my dream immortals sooner and form an unbeatable team.",2020-04-21 15:28:28
if i have a chance to restart my journy on Nohiem i will all my gem the not to sleep 24/7 i.d# xxxxxxxxxx,2020-04-22 13:15:21
"IF I have the chance to restart my journey on Norheim, I will tell my friends to play this game Now.. as soon as possible... and as their Mentor i will guide them to rise their Kingdom !!!!",2020-04-21 15:30:21
please join VITAS!,2020-04-24 16:57:04
Where is the link for the new APK to download? I can't download it through google play!,2020-04-23 22:59:59
i need tier list hahah,2020-04-26 04:26:43
Can't connect now.,2020-04-26 14:08:37
need to download again in playstore for obt server 😁,2020-04-23 13:01:32
why can't get ios?🙄🙄🙄,2020-05-03 13:57:35
"˙˘˙Events on!!!😌🥳🥳
If I have the chance to restart my journey on Norheim, I will rush to kill the bosses to collect all the dragons in game!!! Purple and blue deagon chests for the win!!!",2020-04-21 15:15:41
"Call upon the strongest immortals and unite the three kingdoms
Ign: Jae",2020-04-21 17:17:18
Stop this crazy events and make the game official now.,2020-04-21 15:45:59
"Protect my allies and bring back peace to the kingdom.

xxxxxxxxxx
Kennie",2020-04-21 17:27:19
release new server for new player 😊,2020-04-21 14:20:14
"If I have the chance to restart my journey on Norheim, I will be more active developing my city and also help my alliance to attack city and be the best player in the kingdom together with my alliance  ❤❤

ID : xxxxxxxxxx
IGN: Yeng",2020-04-21 19:43:30
"The events is over!
Thank you everyone who took the time to participate in our first event <3 Everyone who took part should have gotten their rewards already or will in the next 24 hours. 
The winners for this event are:

xxxxxxxxxx - rioyuancao - I will tell myself have a good sleep, not overnight. Live a peaceful life with Empress Wu and Save my Dark Circle!

xxxxxxxxxx - Hero -  I will be a real alchemist and summon the most powerful immortal to attack my friend.

xxxxxxxxxx - engrjanjanito - I make sure be active especially during timed events and make new friends.

xxxxxxxxxx - Ralph - I will make sure that every decision that i am going to make will not affect the growth of my kingdom so that i can able to be more powerful and help others too.

xxxxxxxxxx - Apostolis - I will stock up some coffee and my favourite snacks and drinks so i can endlessly play and upgrade with no worries for food and drink !!! :D (Sugar free snacks) 

Congratulations everyone 🥰😀 You will receive the rewards for this winning the next 48 hours!",2020-04-24 12:14:09
No for IOs = bad game,2020-04-24 09:14:39
New apk version?,2020-04-24 22:47:23
is there a pioneer app?,2020-05-30 13:13:26
Vietnam play cmt add gr chat,2020-04-26 16:18:04
ios ?,2020-04-26 13:14:32
"Gameplay and new android games
https://www.youtube.com/watch?v=EKIKbz9iXNw",2020-04-24 18:31:07
🥳Google Play Link: https://play.google.com/store/apps/details?id=com.gtarcade.ioe.global,2020-04-23 17:07:20
"Now they have some tips, can they start a new? 😂 heroes tier list please",2020-05-12 16:33:18
"U should official open the new server, so another country can join in the game too",2020-05-13 01:37:36
Stop this shitty tips and release server 2 ASAP,2020-05-12 18:09:19
"Nice tips 👌
can we have K2 sooner 🙏",2020-05-12 18:28:15
Great info,2020-05-12 17:13:12
Top fan badge check,2020-05-18 18:37:33
"Either of the two. I actually like both the immortals skill descriptions. I usually love support type heroes like theodora for her healing skills. What I like about the shadow is the damage of their skills.  I also wish you could release medb , boudica and li guang soon.(so we can try them)

Needs to add more shadow immortal. I wish its a kind of shieldmen type.. Hehe.😁",2020-05-15 19:26:00
"shadow because he beats all elements except only one, holy. while holy only beats shadow, am i right?",2020-05-15 19:21:34
Shadow cause i love darkness hahahaha ❤.,2020-05-15 20:52:51
When you going live. There are few countries playing only. I want to play with other countries,2020-05-16 14:27:41
Shadow is the best,2020-05-16 07:33:34
It's an addiction to this game I love it,2020-05-18 21:37:24
new sv please,2020-05-15 18:46:20
Theres a lot of bug on this game.,2020-05-20 12:47:28
I wasted my money on other games. . release official server plss,2020-05-19 21:46:42
New server?  Seriously?  I won't sleep till that day comes :),2020-05-19 19:52:35
possible new server .. 😁,2020-05-19 19:54:21
when will you update this game ? like add something on it,2020-05-20 00:00:36
Please fix the Lvl 5 city bug first 🤭,2020-05-19 21:29:13
new version release date?,2020-05-19 21:49:14
It is Very Nice...,2020-05-19 19:27:17
Cant wait,2020-05-19 20:12:09
King Maring Blond,2020-05-20 18:39:35
new sever ????@@,2020-05-19 19:28:38
"Infinity Kingdom... My suggestion concerns the occupation of cities.  The City Evolution System could be implemented, just 1 Level above.  Ex: from Level 1 to level 2, from 2 to 3 and so on.  With time, the lower level ends up losing its importance, the objective of the becomes the higher level.  As a result, these cities are abandoned.  Generally, nobody cares much about protecting Level 1 cities. With the possibilities of evolution, they would be more important.",2020-05-26 22:48:20
This game concept was bullying stronger getting strongest and weak getting weaker beacauce of mismatch especially attacking resources,2020-05-26 20:18:07
Any update about the bugs in the level 5 and above cities?,2020-05-26 14:02:31
When we can play this game,2020-05-27 23:36:29
The game is dying. More players are quitting every single day because there are no updates. The same people are playing this game everyday.,2020-05-26 14:33:45
dyeing stops when jamm lvl5 city didnt surrender at the end of the battle...🤣🤭,2020-05-26 15:14:05
We want updates not coloring the map.,2020-05-26 14:15:15
We want updates that's for sure,2020-05-26 14:08:23
It's so funny because the map is colorful and attractive to our eyes,2020-05-26 17:36:26
"I would like research speed ups. its the most important thing on this game, at least thats what I think.",2020-05-10 18:10:59
"I would prefer research speed ups. Research is the primary reason why we rush building upgrades but when I get to a certain level wherein I can do research upgrades for my troops, that's where the excitement begins. For me, this game isn't just about how fast you build but how much research you do. Through research, you be able to improve all aspects needed in your play style.",2020-05-09 18:11:25
"Id choose Building Speedups and use it all on my castle because when ever i upgrade the other buildings, most of it require higher level of castle. As for changing Kingdom, ill stick to it. I found a good alliance in my kingdom and i dont want to leave em. Especially my best friend, they taught me alot and made the game more fun. 😊💕",2020-05-09 16:34:35
"I would choose building speed up. Because the higher the castle you have the more technology  you can improve, the more production you can make ofcourse the faster you will gain materials.. and lastly you can improve barracks, training grounds, it will improve your troops power

BeerBong
xxxxxxxxxx",2020-05-09 15:53:14
"Building speed ups, so we can upgrade at ease, no more waiting except for research and training troops and GATHER some resources to our fellow kingdom Vitas and ydvia. Fear not! All your resources will be in the best care. And does who oppose us,

we will give them a honorable choice 
Give or burn
Because RUSLAN are very generous... We will give does two to you 
""for FREE"" 
you give us your rss and we burn you too 
oh my god!
Aren't we amazing?. 
Feel our love the burning love!. Of our
Kingdom RUSLAN 
please burn all who oppose us.
""rAMEN""",2020-05-09 18:36:13
"i would preferresearch speed ups. This is literally the reason that increase the powerof an castleand the troops.it also increase the resources, Defense and productivity. 

id # xxxxxxxxxx",2020-05-11 01:57:11
"i like building speed ups also and hope its ruslan that has that buff and i suggest it has a certain percentage like building speed ups is like 5% ,training speed ups is 15% and tech is 10% for balance ◉‿◉ 

xxxxxxxxxx",2020-05-09 19:23:34
"Building speedup coz if I have this buff I can rush my castle so that I can get more tech that I can improve and I can get more rewards.
I won't go back to the start coz I enjoy that I have right now 😊

xxxxxxxxxx",2020-05-09 18:59:42
"Building speed ups, since it’s the beginning of the game, that core mechanic is more essential",2020-05-09 19:41:59
"I'd prefer Building speed buff. Anything else, building levels are the most important of all the upgrading process. You cant train more troops  without upgrading the training ground and you can research the tier levels without upgrading the Tech building. 😁😁
And will definitely stay @ Ruslan coz we are hot 🔥 

xxxxxxxxxx",2020-05-09 16:08:43
"I think i like building speedup...bit i will not change...i love my kingdome.....we build strong connection thier like family and im happy playing with them.....and i thank you..
xxxxxxxxxx",2020-05-09 15:52:54
"Training speed up for me
xxxxxxxxxx",2020-05-09 15:51:57
Is there a new server?,2020-05-09 15:41:08
"This time, I'd choose the Ruslian for the building upgrade buff. Research upgrade can be delay compare to building upgrades.  Meaning you can upgrade buildings ahead even if you're far late of your researches. Training speed ups might  be useful but not as useful as the other two..(I hate you for this,you made me transfer to other kingdom bec Vitas's buff is not good...😆)

Just kidding..",2020-05-09 21:07:06
"Training speed, because my primary quest here is to eliminate the gnomes!! 

xxxxxxxxxx",2020-05-09 22:28:06
"BUILDING SPDUPS...  and i will shift to Green Vitas and burn the castle of ruslan bullies... 🤣🤣🤣

xxxxxxxxxx",2020-05-09 16:34:20
"Research speedups, because researching is knowledge and knowledge is power. More knowledge more POWER!  

IGN: Luffy 
xxxxxxxxxx",2020-05-09 22:28:56
"I would prefer the training speed up... You need to be ready at all times...
xxxxxxxxxx",2020-05-09 18:28:33
"For me i would choose research speed because knowledge is power. 😅
xxxxxxxxxx",2020-05-09 18:04:24
"Building speed up for me 
xxxxxxxxxx
Brazil
Thanks a Lot",2020-05-09 18:07:17
Please put alliance war event. Each destroyed alliance willbe rewarded Gems..,2020-05-10 04:50:40
"If there will be a buff for a specific kingdom. I will choose the kingdom with the building speed up. Cause the faster you build your building the faster you get access to different buff and troops. And if I need to change to a different kingdom just because of it, I will gladly do so. Cause I play games to make new friends and I'm also friendly to different kingdoms 😇
ID xxxxxxxxxx",2020-05-09 15:59:08
"I prefer build speed, this gives you a good start at the start.",2020-05-09 18:21:46
THIS IS SPARTA!!!!!!,2020-06-02 12:53:11
I wish can transfer my account server to nxt server and don't lose its hard to upgrade and to maintain the game,2020-06-02 13:02:49
this is gonna be cool .. 😍,2020-06-02 13:02:24
Finally!  Will there be new server after 3 days?,2020-06-02 19:08:48
Will the Portuguese translation arrive in the next update?,2020-06-02 18:16:56
why can't play in ios😭😭😭,2020-06-02 11:33:32
Looking forward for the updates!!,2020-06-02 14:52:04
"Thank you very much to everyone who took the time to join this event, we had some great answered in this one! here are he lucky 20 random winners:
seasa - xxxxxxxxxx
s.a.n.t.o.s - xxxxxxxxxx
Kent - xxxxxxxxxx
Janjihlo - xxxxxxxxxx
Bien - xxxxxxxxxx
Nielle - xxxxxxxxxx
Jomel - xxxxxxxxxx
Yvette - xxxxxxxxxx
Jerome - xxxxxxxxxx
ZitMap - xxxxxxxxxx
Joyce - xxxxxxxxxx
Nico - xxxxxxxxxx
COKE - xxxxxxxxxx
Mark - xxxxxxxxxx
Louie - xxxxxxxxxx
Mel - xxxxxxxxxx
Tonet - xxxxxxxxxx
Ruel - xxxxxxxxxx
Mark Borja - xxxxxxxxxx
Darryl - xxxxxxxxxx",2020-05-09 14:54:02
"I love nature 😍 the green color of grass and tree, land fields  it makes me feel relax and  peace of mind. That's why  I choose the kingdom of Vista.

MDKings
xxxxxxxxxx",2020-05-07 18:52:14
"I chose Ruslan because it is a kingdom that focuses on military power. The Lion also symbolize Authority, Strength and Royalty which mean Ruslan Kingdom has overwhelming power that can shake the whole world. Absolute power overcomes anything that stand on its way. Also, me and my friends from pioneer server all agreed to go Red this time 😆 The free gems on picking Ruslan is also a plus factor",2020-05-07 19:33:38
"Kingdon: Ruslan - Joined Ruslan Kingdom because of the ff. : 1st, It's color is red - i love the color red and it symbolizes passion.
2nd, It's emblem is a lion, means courage. Lastly, cause my bestfriend choose the same kingdom. Haha.",2020-05-07 19:16:39
Trust me i played and have account in each kingdom i dont see any difference a side from their colors.,2020-05-08 12:32:28
"Hi, I choose Ruslan's Kingdom, basically for 3 reasons:

1-My friends are in it;
2-I had already played in the kingdom Ydvia on the pioneer server;
3-He is the most beautiful king of the 3 and still reminds us of ""The Chronicles of Narnia"".

Unfortunately, the initial prizes were only in the kingdom of Ydvia, even so, Ruslan was my choice and the choice of the BR community. We are looking forward to the arrival of servers in America and the translation of the game into Portuguese! strong hug!

Thanks!",2020-05-08 00:19:59
S1 Norheim ID.xxxxxxxxxx,2020-06-02 11:58:40
Children's day event has ended and all gifts have been sent to our lovely lords and ladies! Thanks again for your participation!,2020-06-02 10:43:11
S1 ID no.xxxxxxxxxx thank you and more power,2020-06-01 23:06:48
thanks a lot,2020-06-02 04:18:40
When will iOS version be released?,2020-06-01 12:51:19
Building speed,2020-05-09 15:56:17
Thanks for the updates hail to the Kingdom,2020-06-02 12:02:10
Already open for global?,2020-06-02 11:53:45
This is what we're waiting for 💓,2020-06-02 11:41:03
new server?,2020-06-02 11:50:52
Angas release that,2020-06-02 14:47:56
"The Kingdom of Ydvia - where mystery lurks. Magic and wisdom comes hand in hand to defeat the enemies. ☺
The owl represents knowledge and the darkness that follows intrigued me most of all, that's why I chose it 😍

Oreo
xxxxxxxxxx",2020-05-07 19:03:46
"I joined Ruslan. Because it is very hot in the philippines

BeerBong
xxxxxxxxxx",2020-05-07 19:16:42
"Mine is Ruslan Kingdom which has a color red. Red is a very powerful color not only it symbolizes love but also passion. In addition to that, it has a lion in it which is one of the strongest animal in the world. Lion is a very elegant animal. It can be a very strong competitor but at the same time it can be very friendly depends on how you treat a lion. Ruslan Kingdom is like me, I’m passionate with everything I do and I try to be strong to be like a lion. Also, my best friend chose the same kingdom. 😊
#EmperorAlliance1


Thanks ❤️🦁",2020-05-07 19:50:11
"I joined the Kingdom of Valor, Ruslan. Since Ruslan is a lion which represents the ""King of the Beast"" which possess courage, justice, power, strength and dominant to rule all over the kingdom.

IGN: Aphrodite
ID #: xxxxxxxxxx",2020-05-07 18:54:11
"Ruslan cause lion is the king of the jungle. And i wanna be a lion and a king. 
xxxxxxxxxx
Philippines",2020-05-07 18:47:02
"I chose Ydvia because i'll be frank, it has rewards and i can say that i like the color blue too. I also like the story/lore of this kingdom.",2020-05-07 20:13:56
where new server?,2020-05-07 18:58:19
"I chose Ydvia cause like owl im nocturnal and mysterious plus they symbolizes wisdom and knowledge which is good for strategies, and im a strategist and i believe that having a superb strategy wins the game👌.",2020-05-07 22:15:45
"I pick Ruslan its represent power and superiority, its stand for justice., born to fight! Bathe in blood! And dine in hell!. 

We are one, we are Ruslan!.  

Shatterer of the shield and slaughterer of the enemy.

Peace is what we want, 
But war is what we seek!

We are ruslan, We are ONE!",2020-05-07 20:04:30
"Hello everyone 🙋‍♂️

I joined Ruslan because I've heard they are lacking of pro players 🙊🙊
So I volunteered to help the Ruslan Kingdom burn 🔥 those from Green & Blues! so please prepare your fire fighters 🚒

Nah, im just joking 😅
Happy gaming everyone & let us make this game more enjoyable 👌

Lovingly yours, 
Kagawad
xxxxxxxxxx",2020-05-08 00:39:56
"ill choose RUSLAN The lion symbolizes the following: courage, justice, power, strength, wisdom, pride, dignity, dominating, authority, material wealth and riches.",2020-05-07 22:51:55
"Rusian...to be honest i have no reason why...i just click the game and play .....hahaha
xxxxxxxxxx",2020-05-07 19:05:26
"Ruslan, because it was rewarded at the beginning",2020-05-09 19:43:31
Norheim 001,2020-06-01 15:07:33
"Infinity Kingdom 
Ydvia",2020-06-01 17:08:50
Server: Norheim-001,2020-06-02 01:40:28
S1 Norheim ID.xxxxxxxxxx,2020-06-01 18:45:38
"IS-589
Infinity kingdom",2020-06-01 14:58:25
"This button is used for Android users who downloaded our game outside google play (As at present it is only available on google play of Canada, Australia and the Philippines) to download the new apk.😌Players who downloaded our game from google play don't need to use it!",2020-06-03 11:30:30
"cant install after download, sad",2020-06-06 11:46:42
new sever,2020-06-03 13:16:42
Valiant and get some recommend cheats,2020-03-07 00:53:21
I chose Vital because I think vitality is the essence of life and my favorite song is Calendar Girl of Stars. All I wanna do is to stay alive and be as steady as this beautiful green tree!,2020-03-06 19:12:21
Tnx for details,2020-06-03 00:27:37
I thought the update will occur 3 days from now?,2020-06-02 20:52:23
Wer is the fucking new server,2020-06-02 21:07:37
that's good to hear !,2020-06-02 22:33:32
Helen is holding her tombstone before the update arrive,2020-06-03 11:40:10
is there new server for new player? i will download later 😁,2020-06-02 20:26:05
hope it will be good .. 😊,2020-06-03 17:20:15
gun & rose alliance sino dito???,2020-06-03 18:48:06
new server?,2020-06-05 10:11:38
12 hrs update 😔,2020-06-03 19:18:16
CANT WAIT!!!!!!!,2020-06-03 18:40:14
"Me certified GR 
TeamGreen",2020-06-06 10:40:22
"Vitas because I love nature😍

Roronoa Zoro
xxxxxxxxxx",2020-05-07 18:57:03
"I joined the ruslan because of its symbol, the lion, my alliance is like a pride of lions. We are the predator of the land.
IGN: Nowan
ID#xxxxxxxxxx",2020-05-07 19:42:30
"Vitas

I've been in Vitas since beta. Green is the calm color. It also represents growth which can be observed among the few vitas players. We might not be the strongest among the three kingdoms but we are trying our best to work as one especially within our alliance. THE FEW, THE PROUD. WE ARE THE VITAS! AHOO AHOO!

Cybords
I: xxxxxxxxxx",2020-05-07 20:01:37
The three kingdoms should have highlights of their own. One unique in each kingdom. Can see none here..,2020-05-08 16:53:18
"I joined in Ruslan reason i like red and red means WAR haha.

Houtarou
xxxxxxxxxx",2020-05-07 18:36:47
new sv?,2020-06-01 13:10:42
"1. Join active alliance
2. Finish king arthur Event
3.Finish the quest for the dragon Egg
4.Upgrade immortals to lvl 22
5.Upgrade immortals weapon to +8
6.Rush the castle to castle 20 to get more gems
7.while doing step 6 lord will be lvl 20 more gems to come
8.Upgrade to VIP6 using 6k gems
9.Participate in alliance seige.
10. Upgrade troops to get T3
#tips
#EMP
#Mesziah",2020-04-29 22:23:16
Kris Romil Ibarra yan tip oj,2020-04-30 00:32:37
Make sure to leave your tips and ID while also tagging #tips 😊,2020-04-29 16:30:45
"Here are my tips:

1. Be active. Everything starts from here because this will determine your progress in the game. Being active does not equate to being present. Being active means that you are up for activities with your fellow lords. Communicate with them whenever you have questions, suggestions, feedback, and tips. Ultimately, participate in rallies and raids.

2. Be one. We have our own ideal formation of troops, especially the immortals that we'd like to use, but there's are two things that we need to decide on as one - those are the ""Technology"" and the ""Territories"". Deciding as one in choosing technology has a great impact on how fast your alliance will level up. If you are not aware, each territory offers city bonus. Watch out for the city bonus that will be beneficial for your alliance.

3. Enjoy the game and have fun. Don't be stressed when you think that you are behind. Seek help. We have Facebook, Instagram, and Discord. One way of improving your gameplay.
#tips",2020-04-30 01:06:28
Focus on your city no#1 priority no#2 farm you need that for upgrade....no#3 immortals they will bost ur power....no#4 research in academy..no#5 make use of good equipment that suit your immortal..#xxxxxxxxxx,2020-04-29 16:42:59
Infinity kingdom. Soar High. 👌😁😁,2020-04-30 18:22:04
Antagal arat na ako hahahaha,2020-06-03 18:24:50
"If  you have mission that requires you to buy in market multiple time. buy the hero shards, but only the hero shards of the hero that you have, after buying sell them in alchemy lab. Congratulations your progress is increasing while your violet crystals are not being depleted",2020-04-29 19:12:37
dont try to get all immortals focus what you have. #tips xxxxxxxxxx,2020-04-29 16:41:16
"how to have fun and play this game if the AP won't let you? 
It wasn't like that in the pioneer!
I do 3 attacks on gnomes and I can't play anymore? 
Why did they leave the game like that? It's demotivating!",2020-04-30 12:55:52
new server pls,2020-04-29 16:50:16
"The event is over!
Thank you everyone who took part we had many great and helpful submissions it was hard to pick our top 7 so a big well done to everyone who got selected:
- Darryl Borja xxxxxxxxxx
- Rinbee Rey xxxxxxxxxx
- Bien de los Reyes xxxxxxxxxx
- JV Villa xxxxxxxxxx
- Owen Agapay xxxxxxxxxx
- Stanley Lao xxxxxxxxxx
- Azuhiko Panda xxxxxxxxxx
And because the choice was so difficult we decided to add in a final tip that was just too good to not be rewarded!
- Ralph James Gomez Bermas IV  xxxxxxxxxx",2020-05-06 11:11:34
"tips
1. Get a good hero first in the hall, it will be more easier if you have a good hero then you can focus on upgrading it.
2. Get the vip 6 because it unlocks an extra builder.
3. Use your talent on development especially when your just starting.
4. Do the quest because it will give you exp and other resources that you can use.
5. Do research. Its the best way to make you stronger and develop you in the game.",2020-04-29 18:01:55
"Night mode is cool love it... Thanks Dev can't wait, love the game so much, graphic is top notch, game play is cool it's just awesome",2020-05-29 11:08:45
Bring events where you get gems from the dragons. RALLY chests take a long time and provide few gems.,2020-05-29 05:15:00
We need a fixed date for the update.,2020-05-27 17:58:52
Why bring a new server when the main goal is not reached on the server? Is this server for other country like europe?,2020-05-27 23:58:40
a classic case of too little too late. after more than a month of playing i finally quit yesterday. tsk tsk tsk,2020-05-27 17:24:28
When will there be an iOS release?,2020-05-27 17:30:25
😊 Oh wow them new dragons look cool and time changes to the world map :o I hope they're not too dark at night.,2020-05-27 19:04:41
Stop this crazy event and open the freaking server 2,2020-05-20 20:44:53
Badge check,2020-05-20 20:08:53
Friendship story:in first to try this is hard to find alliance but one day he came to me and he told u want to join to my alliance then I yes and he help me to get powerful troops and easy upgrade  by using of boost and he told me how  to get strategy to fight to other and I want tnx him so much...,2020-05-20 20:40:24
Norheim acct name drof I created a Facebook group for us as to share thoughts and ideas exclusive only for Ruslan Alliance,2020-05-20 22:24:12
"Friendship Story: I met my bestfriend ZzZzz from from another game. She was the one who introduced me to IK. Out of boredom, she was looking for a different gameplay when she found IK. She asked me to join her then the rest is history. We play, chat and even call one another just to discuss our plans and strategy for this game. So in short, our friendship is growing stronger because of this game to the point that we have almost the same name/ 'twin'-ning names. 😜",2020-05-20 20:26:29
I met jaycee from another kingdom hes cute and i am not so i burned him and make him fly.,2020-05-21 20:42:12
"I met some friends who came from the pioneer server.  However, over the days they gave up on the game.  Only one server left the game uncompetitive for those who started later and unattractive as well.  Repeated events, and the fact that the game was not released to the rest of the world, greatly disrupted the players' experience.  Please create new servers and extend the game's release to other regions of the planet, before the game dies!",2020-05-24 06:54:09
"My tips to catch up to veterans are to focus on upgrading your castle so you can have high tier troops early and you can use it as a advantage to occupy high level city compare to other players. And you can always spend your gems in the hall of immortals because even you don't get the epic immortals, you can sell the fragments you get in summoning immortals then you can have soul crystal and you can use it to buy items in market 😉
#tips",2020-04-29 16:42:58
"#tips Upgade your troops and immortal to dominate enemy and other alliance
ID : xxxxxxxxxx",2020-04-29 16:40:57
"Dont go spamming gems on ""hall of heroes"", play slowly but surely. Market plays a very large role, if can, invest on 2 heroes and halo skill. #tips jhaims",2020-04-29 16:25:33
"#tips

1 join alliance
2 join alliance raid for the resources benefits and gem
3 focus on your lineup 
4 Max star the purple because you can recycle it if you have epic
5 Finish campaign, levelup ur hero rush and upgrade it asap
6 buy stamina and ap for more campaign raid more stamina more experience you receive, you can load more troops the higher the level and upgrade
7 level up your 2nd and 3rd troops to load more resources
8 raid enemy for more honor additional attribute to your immortal and plunder resources

Thanks GM

ID xxxxxxxxxx",2020-04-30 07:59:42
"If you want to gain alot of honor very fast. Go teleport to other alliance place then provoke them to attack you. The more player attack you the more honor you will get. 15mins is enough to gain 100k honor points as long as you deffend your base succesfully (pick the guild that has a lot of weak alliance members). Garrison your main troops ofcourse

Another tip.. attack Other player resource gathering camp much easier rather than attacking the main castle. Because usually resource gathering camp troops mostly are the weak troops (batch 2,3) unlucky if it is the main troop hahah

Ps: resources is just a bonus ,🤣😁

#tips",2020-04-29 17:17:33
Ios  release  date?,2020-05-01 23:14:32
"I quit the game last month,no updates and game was so boring.",2020-05-27 19:08:32
Is there any nerf and buffs on immos?,2020-05-27 17:33:45
How much for the new Dragon,2020-05-27 20:40:51
"One good addition is immortal combination or ascension.  Option to make one immo ""green to blue, etc. 

Release full immortal guide,",2020-05-29 17:59:05
Since 90% of your players are mostly filipinos why dont you create an immortal hero from philipines so it can inspire filipino to play or since your server in SEA create an immormal from south is asia. You have alot of westeners immortal and yet seldomly they play this or do not know this game at all.,2020-05-31 16:01:57
Option to skip tutorial?  Or cinematic on new gamer?,2020-05-22 07:55:43
I also join there fb acc just helping my rally,2020-05-21 01:38:25
